"Proteins","Start.position","End.position","Intensity","Intensity.ST168.THF.A","Intensity.ST168.THF.O","Intensity.ST169.DMSO.A","Intensity.ST169.DMSO.O","Intensity.ST170.But.A","Intensity.ST170.But.O","Reverse","Potential.contaminant"
"Q03516",848,873,126440000,48077000,0,12254000,49040000,17071000,0,"",""
"P38351",315,324,5780500,0,0,5780500,0,0,0,"",""
"Q04651",113,137,65809000,6049000,0,0,0,0,59760000,"",""
"P15891",194,209,160840000,55340000,1737000,54488000,0,47262000,2013200,"",""
"P15891",194,211,132420000,41131000,0,53285000,0,38006000,0,"",""
"P53206",315,322,6129300,6129300,0,0,0,0,0,"",""
"P24583",279,301,3607700,0,3607700,0,0,0,0,"",""
"P32785",216,230,0,0,0,0,0,0,0,"",""
"Q03063",266,282,17258000,8517300,0,8740400,0,0,0,"",""
"P20484",152,162,23482000,13709000,0,5191100,0,4582200,0,"",""
"P32449",295,331,293590000,0,39394000,132830000,0,121370000,0,"",""
"P06105",1196,1203,105460000,48249000,0,57214000,0,0,0,"",""
"P48231",1046,1055,19061000,19061000,0,0,0,0,0,"",""
"Q12754",464,473,28888000,0,0,15498000,0,13391000,0,"",""
"P07259",2176,2188,434410000,115880000,0,209180000,0,109350000,0,"",""
"P39010",2,10,4564100,4564100,0,0,0,0,0,"",""
"P42846",440,452,16650000,0,0,16650000,0,0,0,"",""
"P38737",662,676,9409100,0,0,5999900,0,3409200,0,"",""
"Q06494",309,317,19841000,0,0,12410000,0,7431400,0,"",""
"P22138",453,460,17406000,0,0,17406000,0,0,0,"",""
"P33322",374,383,23687000,11766000,496280,11425000,0,0,0,"",""
"P33322",374,384,39959000,10199000,0,14201000,0,15560000,0,"",""
"P31688",668,678,39756000,14022000,0,25734000,0,0,0,"",""
"P25358",321,330,195170000,0,1546900,126810000,0,66812000,0,"",""
"P22023",1128,1144,0,0,0,0,0,0,0,"",""
"P17558",66,77,32634000,10692000,0,9007200,0,12934000,0,"",""
"Q06631",502,515,6591000,2900400,0,3690600,0,0,0,"",""
"P53297",161,170,25522000,25522000,0,0,0,0,0,"",""
"Q06103",384,396,87908000,24296000,0,24405000,0,39207000,0,"",""
"P16387",274,287,366280000,118780000,0,112050000,125140000,0,10319000,"",""
"P04801",114,134,11058000,11058000,0,0,0,0,0,"",""
"P04801",114,147,1058300000,54871000,352500000,127340000,286710000,188830000,48021000,"",""
"P43569",247,259,5484500,0,322680,0,0,5161800,0,"",""
"Q03690",559,571,34849000,0,0,32189000,0,0,2659700,"",""
"P39013",26,39,4663800,0,0,4663800,0,0,0,"",""
"Q07807",141,174,20871000,6536600,0,9228800,0,5106100,0,"",""
"P35203",106,128,8961200,0,0,0,0,8961200,0,"",""
"P46676",180,204,8593800,0,0,0,0,8593800,0,"",""
"P53885",75,93,37910000,12078000,0,14809000,0,11023000,0,"",""
"Q00776",268,276,0,0,0,0,0,0,0,"",""
"P40037",77,96,4333200000,245280000,654310000,0,737070000,0,2696600000,"",""
"P32324",686,700,126400000,16917000,0,0,84158000,25330000,0,"",""
"Q03532",485,494,5611500,0,0,0,0,5611500,0,"",""
"Q04410",126,132,12702000,12702000,0,0,0,0,0,"",""
"Q05931",175,191,0,0,0,0,0,0,0,"",""
"P53254",1198,1216,30633000,0,0,0,0,30633000,0,"",""
"P14540",286,301,3.0138e+10,8465700000,280130000,1.0786e+10,437010000,9890600000,278120000,"",""
"P14540",286,307,687870000,3798000,20650000,3098600,285720000,336160000,38442000,"",""
"P14540",286,308,4000900000,1838500000,4052500,1272800000,279980000,605660000,0,"",""
"P48439",111,118,32880000,17766000,0,15115000,0,0,0,"",""
"P07149",1531,1555,1181700000,0,0,0,690750000,490920000,0,"",""
"P32386",1494,1508,35370000,30014000,1456300,0,1768700,0,2131300,"",""
"P33892",323,333,121880000,0,0,61315000,9843600,50725000,0,"",""
"P32452",241,249,3756500,0,0,0,0,3756500,0,"",""
"P36060",191,198,40134000,0,0,23068000,0,17065000,0,"",""
"Q12326",157,183,23278000,0,0,12916000,0,10363000,0,"",""
"P23644",153,181,105270000,29087000,0,39501000,0,36681000,0,"",""
"P36048",406,422,23628000,10605000,0,5719300,0,7303900,0,"",""
"P38922",402,408,9183900,9183900,0,0,0,0,0,"",""
"P38737",563,575,26169000,7269900,0,10250000,0,8649700,0,"",""
"P07273",185,196,9012500,9012500,0,0,0,0,0,"",""
"P04046",151,165,402420000,104950000,0,185610000,0,111860000,0,"",""
"Q12063",73,82,3403800,3403800,0,0,0,0,0,"",""
"P40037",26,43,964500000,249060000,0,177240000,332260000,170600000,35350000,"",""
"P40037",26,61,271350000,0,0,0,271350000,0,0,"",""
"P20449",156,172,197960000,0,0,75913000,5182400,112070000,4786800,"",""
"P37291",165,179,5611600000,1628700000,54854000,1912600000,50183000,1883300000,81937000,"",""
"P25623",686,694,14018000,0,0,14018000,0,0,0,"",""
"P53290",113,125,30777000,0,540390,5866700,15319000,9050300,0,"",""
"P26783",168,180,3.8482e+10,1500800000,5.057e+09,666790000,1.4043e+10,1274700000,1.594e+10,"",""
"P32449",15,24,647910000,201870000,10490000,203990000,375740,223070000,8107800,"",""
"Q07655",465,481,4125500,4125500,0,0,0,0,0,"",""
"P39015",106,115,472810000,131150000,0,245780000,0,95879000,0,"",""
"P39015",106,121,267310000,95015000,0,73323000,0,98969000,0,"",""
"P00925",347,375,27803000,0,0,0,27803000,0,0,"",""
"P19414",28,42,825020000,254850000,0,258700000,0,311480000,0,"",""
"P21576",84,102,294550000,94377000,2261100,11560000,0,181930000,4422200,"",""
"P53250",180,195,124730000,0,0,57203000,0,67531000,0,"",""
"P32454",617,633,124580000,55278000,871840,34050000,0,33170000,1210200,"",""
"P43569",265,277,8505600,0,0,8505600,0,0,0,"",""
"P53723",16,32,266670000,79662000,2851000,99222000,0,81639000,3292100,"",""
"Q03213",127,143,1196000,1196000,0,0,0,0,0,"",""
"P07278",238,258,30030000,10346000,0,19684000,0,0,0,"",""
"P41697",196,217,13206000,5496300,0,0,0,7710100,0,"",""
"P32621",300,310,25400000,0,0,15033000,0,10367000,0,"",""
"P32621",300,313,13498000,0,0,6395000,0,7103400,0,"",""
"P07213",363,376,19096000,0,0,0,0,0,19096000,"",""
"P07213",363,388,17956000,0,0,0,0,17956000,0,"",""
"P36046",367,380,67059000,24348000,0,24511000,0,17182000,1017700,"",""
"P26754",36,45,42486000,42486000,0,0,0,0,0,"",""
"P04456",110,120,299210000,97913000,0,89757000,0,111540000,0,"",""
"P04456",110,121,322900000,174800000,0,23936000,0,124170000,0,"",""
"P53040",99,119,0,0,0,0,0,0,0,"",""
"Q06169",56,73,34281000,14283000,506870,16529000,2961700,0,0,"",""
"Q12159",80,87,640040000,321230000,0,318820000,0,0,0,"",""
"P40185",93,101,642930000,154810000,34668000,0,0,243510000,209930000,"",""
"P38248",163,172,1331600000,458340000,16598000,404980000,2556700,426030000,23043000,"",""
"P32468",94,110,2009300000,0,0,52249000,0,1957100000,0,"",""
"P17505",189,210,118210000,18158000,0,13824000,47987000,38246000,0,"",""
"Q04371",117,123,44027000,36548000,2305200,0,0,0,5173800,"",""
"P53730",505,512,35017000,0,0,15546000,0,19471000,0,"",""
"P39079",21,40,462180000,59998000,13598000,63290000,272560000,42701000,10039000,"",""
"Q06493",379,390,2331400,0,0,0,0,2331400,0,"",""
"P80210",2,15,321860000,106660000,0,117630000,0,97570000,0,"",""
"P80210",2,17,188530000,31001000,0,129300000,0,28233000,0,"",""
"P41338",343,362,759580000,190950000,5732400,328290000,0,227870000,6737800,"",""
"P38891",380,387,78583000,0,0,41774000,0,35302000,1506600,"",""
"P53206",266,277,13598000,0,0,7286500,0,6311500,0,"",""
"P46958",328,361,23391000,8856500,0,14535000,0,0,0,"",""
"P03965",727,754,146100000,0,0,0,146100000,0,0,"",""
"P03965",727,756,503760000,0,13924000,49264000,419810000,20761000,0,"",""
"P32528",188,202,12098000,0,0,7635100,0,4462800,0,"",""
"P40580",229,240,1024500000,0,526680000,0,175160000,0,322650000,"",""
"Q12125",2,12,10918000,0,0,10918000,0,0,0,"",""
"P29547",49,56,114680000,0,0,0,12217000,102460000,0,"",""
"P39730",166,174,11453000,0,0,0,0,0,11453000,"",""
"P39954",178,189,418400000,140480000,3796100,148930000,0,125190000,0,"",""
"P14747",75,96,15666000,0,0,0,15666000,0,0,"",""
"P23202",165,191,1354400000,0,475630000,0,340500000,0,538290000,"",""
"P09436",554,567,1227400000,285380000,15006000,476920000,90361000,335720000,24011000,"",""
"P38212",179,191,0,0,0,0,0,0,0,"",""
"Q00955",198,216,456690000,137020000,3001900,157290000,0,155630000,3745900,"",""
"P12695",322,337,38561000,20150000,0,18411000,0,0,0,"",""
"P04801",250,260,439020000,186210000,0,149140000,0,103670000,0,"",""
"Q03496",1130,1138,1829800,0,0,0,1829800,0,0,"",""
"Q01939",142,155,81990000,0,0,46237000,0,35752000,0,"",""
"P21264",228,235,201540000,61682000,0,75094000,0,64763000,0,"",""
"P0CT04",46,54,83551000,47500000,0,36051000,0,0,0,"",""
"P38985",16,26,4786100,0,0,0,0,0,4786100,"",""
"P53332",230,240,13286000,0,0,0,0,13286000,0,"",""
"P41338",42,70,3.611e+09,814020000,0,0,1973700000,823240000,0,"",""
"Q06488",572,594,8303800,0,0,0,8303800,0,0,"",""
"P38067",49,69,31724000,18941000,0,0,0,12783000,0,"",""
"Q12118",75,99,825480000,250650000,0,239460000,0,335370000,0,"",""
"P08524",118,138,2034500000,0,791760000,136780000,0,38015000,1.068e+09,"",""
"P38041",153,171,0,0,0,0,0,0,0,"",""
"Q03940",100,116,1513700000,89519000,219970000,21635000,698230000,64458000,419900000,"",""
"Q03940",100,117,25490000,0,0,0,25490000,0,0,"",""
"Q01080",399,408,12691000,4677300,0,8013700,0,0,0,"",""
"P49090",420,439,1633400000,117750000,0,371320000,754260000,390080000,0,"",""
"P49089",421,440,1028400000,0,382260000,0,529120000,0,117020000,"",""
"P38915",552,575,65259000,0,0,0,34804000,0,30455000,"",""
"P13856",141,151,39934000,0,0,0,18309000,21624000,0,"",""
"Q03362",188,209,151900000,0,70129000,0,0,0,81776000,"",""
"Q05567",368,380,3490400,3490400,0,0,0,0,0,"",""
"P46669",41,63,291020000,0,137940000,0,153080000,0,0,"",""
"P40015",140,149,5309900,0,0,0,0,0,5309900,"",""
"P54861",182,193,22182000,22182000,0,0,0,0,0,"",""
"P19263",237,245,49391000,0,12680000,0,24618000,0,12094000,"",""
"Q12363",140,170,26291000,0,0,0,26291000,0,0,"",""
"P38323",363,374,115020000,0,5392500,0,56006000,0,53622000,"",""
"P29465",762,769,5961400,5961400,0,0,0,0,0,"",""
"P08566",7,31,3477600000,307640000,616290000,0,2504300000,49355000,0,"",""
"Q10740",239,261,1637400000,0,754050000,0,502450000,0,380900000,"",""
"P34909",555,568,26200000,7446800,0,9311200,0,9442100,0,"",""
"P40970",10,41,105290000,34528000,0,42209000,0,28553000,0,"",""
"P32628",14,28,89251000,25729000,2026400,18177000,19733000,23586000,0,"",""
"P25626",123,132,162380000,0,65695000,0,0,0,96688000,"",""
"P24276",591,603,100330000,0,0,0,46731000,0,53604000,"",""
"Q02932",181,190,88927000,0,51392000,0,0,0,37535000,"",""
"Q03532",410,421,204690000,52157000,1429700,62913000,0,88194000,0,"",""
"Q07878",2810,2821,204040000,3518200,14232000,0,95659000,0,90634000,"",""
"P38688",165,176,161380000,18586000,3696500,18160000,80294000,22103000,18536000,"",""
"P13186",393,406,6980600,0,0,0,6980600,0,0,"",""
"P47108",438,444,2891700,0,0,0,0,0,2891700,"",""
"P10823",377,394,9401700,5196000,0,4205700,0,0,0,"",""
"Q03629",21,41,1049400000,18730000,288760000,0,441020000,0,300930000,"",""
"P38066",275,292,26121000,0,0,16989000,0,9132100,0,"",""
"P38197",105,118,2911800,0,0,0,0,0,2911800,"",""
"P38197",105,119,353060000,93300000,0,157290000,26979000,75488000,0,"",""
"Q06682",342,353,15600000,0,656280,0,0,13992000,951730,"",""
"P40507",196,212,0,0,0,0,0,0,0,"",""
"Q06103",21,29,40288000,14616000,0,13318000,0,12354000,0,"",""
"P32793",200,209,9532800,0,893150,0,3053800,0,5585900,"",""
"P15790",94,103,5613100,0,0,0,5613100,0,0,"",""
"P46680",53,71,84494000,35940000,0,23859000,0,24695000,0,"",""
"P07259",1311,1318,1143900000,190330000,27075000,263090000,170710000,303890000,188830000,"",""
"P03965",914,921,152260000,65696000,0,44995000,0,41569000,0,"",""
"P37304",758,784,23979000,0,0,8489500,0,15489000,0,"",""
"P32784",77,106,17033000,0,0,0,0,0,17033000,"",""
"P17255",220,227,249270000,101350000,1418700,146500000,0,0,0,"",""
"P08566",804,821,58609000,26623000,0,31986000,0,0,0,"",""
"P38968",990,1001,4017500,0,1332000,0,0,0,2685500,"",""
"P39078",5,12,31574000,0,0,31574000,0,0,0,"",""
"Q03774",91,106,629030000,45283000,32078000,18282000,326360000,38286000,168740000,"",""
"P20449",464,474,61773000,0,0,39892000,0,21881000,0,"",""
"P38782",204,227,0,0,0,0,0,0,0,"",""
"P43561",372,383,26759000,16627000,0,10133000,0,0,0,"",""
"P47068",848,858,89254000,37121000,0,50741000,0,0,1391100,"",""
"P00360",233,249,763870000,71182000,0,37349000,544300000,72008000,39033000,"",""
"P16861",914,952,248700000,87736000,43107000,48552000,0,69303000,0,"",""
"P16861",914,953,41891000,41891000,0,0,0,0,0,"",""
"P38250",724,745,105050000,21249000,978020,21511000,3762400,57551000,0,"",""
"P21576",185,196,150250000,0,6463700,141940000,1839000,0,0,"",""
"P21576",185,199,272230000,224050000,0,48180000,0,0,0,"",""
"P23833",51,63,10396000,6797000,0,3599100,0,0,0,"",""
"P32875",48,69,26063000,10700000,0,15363000,0,0,0,"",""
"P07342",649,673,199280000,72574000,0,0,126710000,0,0,"",""
"P40165",114,132,107820000,36964000,1677700,0,0,69179000,0,"",""
"P19659",743,755,6533600,0,0,0,0,6533600,0,"",""
"P53885",284,294,17261000,0,0,9769600,0,7491400,0,"",""
"Q07951",109,121,50113000,0,13135000,0,0,0,36977000,"",""
"P53136",244,252,49611000,3679100,24594000,0,21338000,0,0,"",""
"P25343",198,210,968040000,157020000,408030000,71543000,0,0,331450000,"",""
"P53081",184,202,205190000,0,0,25444000,76007000,34459000,69282000,"",""
"P08566",49,60,611610000,0,84977000,56920000,159020000,41657000,269030000,"",""
"P13574",16,27,10389000,3253900,0,3205800,0,3929700,0,"",""
"P00445",2,9,1079700000,487860000,36100000,0,0,519800000,35926000,"",""
"P00445",2,19,62301000,15624000,0,26351000,0,20326000,0,"",""
"P39076",83,104,290860000,114970000,0,99869000,0,76019000,0,"",""
"P47045",311,328,0,0,0,0,0,0,0,"",""
"P27466",244,259,5309500,0,0,0,0,5309500,0,"",""
"P32386",670,680,1344900,0,0,0,0,0,1344900,"",""
"P32568",1141,1150,60745000,32080000,1397800,0,0,27267000,0,"",""
"P22214",129,144,94408000,21879000,1228300,38268000,0,31872000,1160900,"",""
"P22141",9,19,228940000,63626000,3229600,88758000,416880,69835000,3073700,"",""
"Q08004",105,116,10987000,3918300,0,7069000,0,0,0,"",""
"Q08004",105,124,10319000,0,0,0,0,10319000,0,"",""
"P33892",599,611,60275000,0,0,44087000,0,16188000,0,"",""
"P13586",472,480,19128000,0,0,19128000,0,0,0,"",""
"Q03707",410,432,32680000,0,0,0,0,32680000,0,"",""
"P38623",593,610,10980000,10980000,0,0,0,0,0,"",""
"Q06682",395,407,14356000,14356000,0,0,0,0,0,"",""
"Q04175",2,20,89578000,0,0,89578000,0,0,0,"",""
"P00830",407,415,270710000,128900000,2620100,139190000,0,0,0,"",""
"Q12452",45,58,56136000,26972000,0,10662000,0,18502000,0,"",""
"P53008",140,148,9607300,0,0,0,0,9607300,0,"",""
"P0CS90",602,614,1770800000,553250000,23283000,662780000,1969200,490210000,39343000,"",""
"P0CS90",602,616,28287000,12564000,0,0,0,12682000,3041200,"",""
"P40217",289,318,818300000,246380000,11617000,214050000,37369000,308880000,0,"",""
"P40217",289,324,37010000,0,0,0,0,0,37010000,"",""
"P38791",30,44,170680000,29468000,0,120200000,0,21013000,0,"",""
"P15303",414,425,145040000,44581000,0,53667000,0,46301000,494290,"",""
"Q05015",182,194,22735000,7654100,0,7870900,0,6923700,286090,"",""
"P32476",170,182,29282000,0,0,11880000,0,17402000,0,"",""
"P32476",170,189,296470000,112690000,0,133700000,0,50090000,0,"",""
"P0CS90",28,50,1874400000,23254000,128880000,176830000,480310000,839970000,225120000,"",""
"P40893",68,84,90883000,29225000,1835300,59822000,0,0,0,"",""
"P40038",133,171,5455300,5455300,0,0,0,0,0,"",""
"P39009",255,273,15710000,0,0,15710000,0,0,0,"",""
"P48365",412,426,31171000,0,0,19705000,0,11467000,0,"",""
"P43597",730,742,6241300,0,0,0,0,6241300,0,"",""
"P32451",86,95,8183200,4200900,0,3982300,0,0,0,"",""
"P53173",89,99,78307000,0,0,78307000,0,0,0,"",""
"Q08492",178,188,18271000,9835800,0,0,0,8435700,0,"",""
"P15180",206,224,1250600000,96690000,0,50338000,853170000,72170000,178190000,"",""
"P15180",206,229,138690000,48532000,0,60169000,5314200,24676000,0,"",""
"Q06705",377,389,40824000,20915000,0,0,0,19909000,0,"",""
"P40531",239,277,1969500000,0,663870000,0,750100000,0,555530000,"",""
"P53278",582,591,37831000,0,890700,36940000,0,0,0,"",""
"P39985",322,333,40321000,22023000,0,18298000,0,0,0,"",""
"Q01976",215,226,35233000,0,0,0,5936600,25251000,4044600,"",""
"Q02908",424,433,12629000,12629000,0,0,0,0,0,"",""
"P22943",44,50,23684000,10772000,0,0,0,12912000,0,"",""
"P38828",144,154,20396000,13385000,0,0,0,7011600,0,"",""
"P25294",300,320,434660000,141950000,3243400,162560000,0,121790000,5116800,"",""
"P36015",144,152,75389000,40619000,0,34770000,0,0,0,"",""
"P32458",380,387,35200000,0,1001200,32346000,0,0,1852600,"",""
"P43555",333,346,8227900,0,0,0,0,0,8227900,"",""
"P25604",300,321,16483000,6956700,0,9526200,0,0,0,"",""
"P33338",439,455,82264000,21356000,626000,31334000,0,28948000,0,"",""
"P16474",391,403,404300000,141290000,0,219560000,0,43457000,0,"",""
"P33338",379,398,35021000,10043000,1833100,11125000,5541200,6478500,0,"",""
"P23292",431,447,37603000,14685000,438190,8731400,0,13748000,0,"",""
"P05694",2,11,565710000,120070000,9811700,161750000,46401000,186230000,41450000,"",""
"P38687",223,235,12053000,12053000,0,0,0,0,0,"",""
"P36526",131,143,3317500,3317500,0,0,0,0,0,"",""
"P39954",429,443,8.36e+08,0,33029000,0,66412000,705610000,30956000,"",""
"P52910",72,89,294030000,108700000,0,96469000,0,88866000,0,"",""
"P11075",291,301,57247000,21460000,0,0,0,35787000,0,"",""
"P28321",8,24,111360000,36469000,0,40071000,0,34823000,0,"",""
"P32497",717,723,62646000,31638000,0,31008000,0,0,0,"",""
"P53843",84,98,6891700,0,0,6891700,0,0,0,"",""
"Q08951",794,808,22695000,20038000,0,0,2657700,0,0,"",""
"Q12009",129,138,50479000,33309000,547030,0,0,16624000,0,"",""
"P40053",139,151,48758000,0,0,10254000,0,38504000,0,"",""
"P14904",441,447,25897000,25897000,0,0,0,0,0,"",""
"P15891",64,70,138770000,30016000,1445700,69044000,0,38267000,0,"",""
"P07262",292,306,0,0,0,0,0,0,0,"",""
"P07262",64,70,14594000,0,0,0,0,14594000,0,"",""
"Q03264",352,369,0,0,0,0,0,0,0,"",""
"P27616",20,38,679320000,41897000,372060000,23732000,32601000,29941000,179090000,"",""
"P0CS90",588,596,164540000,0,0,164540000,0,0,0,"",""
"P04051",773,800,4787900,4787900,0,0,0,0,0,"",""
"P38088",295,312,2724200000,139370000,646760000,0,975070000,0,962950000,"",""
"P38088",295,316,132750000,17193000,0,0,115550000,0,0,"",""
"P38795",324,349,23588000,0,0,0,0,0,23588000,"",""
"P49167",45,61,186020000,61686000,0,102760000,0,21573000,0,"",""
"P07149",1605,1623,24511000,0,0,24511000,0,0,0,"",""
"P25374",317,330,21761000,21761000,0,0,0,0,0,"",""
"P36148",376,388,10972000,0,0,0,7904100,0,3067900,"",""
"P36148",376,389,7819800,0,0,0,7819800,0,0,"",""
"P32589",389,408,52996000,52996000,0,0,0,0,0,"",""
"P36145",102,121,6930600,6930600,0,0,0,0,0,"",""
"P38755",317,329,2513500,0,0,0,0,2513500,0,"",""
"P18900",86,96,233570000,0,144940000,0,0,0,88629000,"",""
"Q02201",317,329,7115800,3268900,0,3846900,0,0,0,"",""
"P41735",111,121,4159500,4159500,0,0,0,0,0,"",""
"P25386",349,362,4746800,0,0,0,4746800,0,0,"",""
"P32467",288,310,160430000,0,0,0,0,160430000,0,"",""
"P32660",357,383,50437000,23381000,0,27056000,0,0,0,"",""
"P39533",377,395,66601000,19716000,0,22091000,0,23938000,856750,"",""
"Q00955",999,1016,3486700000,165860000,116290000,93079000,1854100000,13671000,1243800000,"",""
"P14742",59,68,20537000,0,0,20537000,0,0,0,"",""
"P13663",243,249,48920000,43320000,0,0,0,5599300,0,"",""
"P16474",531,540,4520000,4520000,0,0,0,0,0,"",""
"P38235",302,310,3932100,3932100,0,0,0,0,0,"",""
"P33755",14,28,31108000,0,0,19995000,0,11114000,0,"",""
"P07262",443,454,88681000,40071000,0,48610000,0,0,0,"",""
"Q04410",250,266,10945000,0,0,10945000,0,0,0,"",""
"P29056",455,481,6797700,0,0,6797700,0,0,0,"",""
"Q08723",313,333,133440000,68458000,688130,64296000,0,0,0,"",""
"P16649",372,380,99413000,35532000,0,35030000,0,26996000,1855400,"",""
"Q12306",28,38,361260000,328010000,14668000,0,0,0,18581000,"",""
"P32485",409,435,35878000,12154000,0,11860000,0,11864000,0,"",""
"P38698",352,373,23903000,0,0,0,0,23903000,0,"",""
"Q12211",333,350,232280000,0,0,49557000,104420000,78294000,0,"",""
"Q07878",2444,2459,2329100,0,0,2329100,0,0,0,"",""
"P04840",237,248,549170000,0,0,0,0,533120000,16055000,"",""
"P13188",30,36,31292000,31292000,0,0,0,0,0,"",""
"P38779",135,158,143650000,0,0,143650000,0,0,0,"",""
"P35845",831,853,48946000,0,0,48946000,0,0,0,"",""
"P40217",139,146,39386000,39386000,0,0,0,0,0,"",""
"P42942",388,405,0,0,0,0,0,0,0,"",""
"P32892",53,72,9561400,0,0,9561400,0,0,0,"",""
"Q12389",348,360,39099000,12596000,0,0,26503000,0,0,"",""
"P19812",1539,1548,1316000,0,0,0,0,0,1316000,"",""
"P53852",263,276,258400000,209420000,0,33845000,15136000,0,0,"",""
"P16550",196,227,190390000,0,190390000,0,0,0,0,"",""
"P53228",288,298,9073100,0,0,9073100,0,0,0,"",""
